KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K10439,ribose transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_00297;gnl|Prokka|AKEAHCKB_01016;gnl|Prokka|APDOGEMG_01346;gnl|Prokka|APDOGEMG_04314;gnl|Prokka|BNGDJCLN_02562;gnl|Prokka|COAKLHLB_01139;gnl|Prokka|HCDLLMMA_02261;gnl|Prokka|HCDLLMMA_03266;gnl|Prokka|HIPMDEKK_00224;gnl|Prokka|IAHBEFHN_02913;gnl|Prokka|JCIDEFIG_04389;gnl|Prokka|JDDPIIHO_01303;gnl|Prokka|JDDPIIHO_02252;gnl|Prokka|KAGGKOGE_03161;gnl|Prokka|KIDIHNBK_00658;gnl|Prokka|KIDIHNBK_00779;gnl|Prokka|LGNBBEFE_03714;gnl|Prokka|LKCJGGKA_01893;gnl|Prokka|MKNIKEAA_00512;gnl|Prokka|MKNIKEAA_01420;gnl|Prokka|NGKABENH_01283;gnl|Prokka|NGKABENH_02471;gnl|Prokka|NKEMDPIE_01526;gnl|Prokka|NKEMDPIE_03856;gnl|Prokka|PJBPACPC_02298;gnl|Prokka|PJBPACPC_03222;gnl|Prokka|PLJPCPFJ_00189;gnl|Prokka|PLJPCPFJ_01903,1,2,2,2,1,2,1,2,2,1,1,0,1,1,2,2,2,1,2
K01255,leucyl aminopeptidase [EC:3.4.11.1],gnl|Prokka|AKEAHCKB_00941;gnl|Prokka|APDOGEMG_04486;gnl|Prokka|BNGDJCLN_01634;gnl|Prokka|COAKLHLB_02812;gnl|Prokka|HCDLLMMA_04328;gnl|Prokka|IAHBEFHN_02092;gnl|Prokka|ICHPHMKM_02218;gnl|Prokka|JCIDEFIG_00110;gnl|Prokka|JDDPIIHO_02772;gnl|Prokka|KAGGKOGE_00780;gnl|Prokka|KIDIHNBK_03648;gnl|Prokka|LGNBBEFE_01112;gnl|Prokka|LKCJGGKA_01989;gnl|Prokka|MKNIKEAA_03065;gnl|Prokka|NGKABENH_01871;gnl|Prokka|NKEMDPIE_02725;gnl|Prokka|PJBPACPC_03238;gnl|Prokka|PLJPCPFJ_00020,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
K15836,formate hydrogenlyase transcriptional activator,gnl|Prokka|AKEAHCKB_01884;gnl|Prokka|AKEAHCKB_03376;gnl|Prokka|APDOGEMG_02434;gnl|Prokka|APDOGEMG_03023;gnl|Prokka|BNGDJCLN_00187;gnl|Prokka|BNGDJCLN_01338;gnl|Prokka|COAKLHLB_00849;gnl|Prokka|COAKLHLB_01233;gnl|Prokka|HCDLLMMA_00269;gnl|Prokka|HCDLLMMA_01004;gnl|Prokka|HIPMDEKK_01068;gnl|Prokka|HIPMDEKK_02609;gnl|Prokka|IAHBEFHN_03858;gnl|Prokka|ICHPHMKM_01723;gnl|Prokka|JCIDEFIG_00955;gnl|Prokka|JDDPIIHO_03558;gnl|Prokka|KAGGKOGE_00201;gnl|Prokka|KIDIHNBK_00091;gnl|Prokka|LGNBBEFE_03411;gnl|Prokka|LGNBBEFE_03610;gnl|Prokka|LKCJGGKA_01859;gnl|Prokka|LKCJGGKA_02054;gnl|Prokka|MKNIKEAA_04119;gnl|Prokka|NGKABENH_04433;gnl|Prokka|NKEMDPIE_04028;gnl|Prokka|PJBPACPC_02858;gnl|Prokka|PLJPCPFJ_01419;gnl|Prokka|PLJPCPFJ_03717,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1
K03553,recombination protein RecA,gnl|Prokka|AKEAHCKB_01852;gnl|Prokka|APDOGEMG_00839;gnl|Prokka|BNGDJCLN_01306;gnl|Prokka|COAKLHLB_02977;gnl|Prokka|HCDLLMMA_00971;gnl|Prokka|HIPMDEKK_03273;gnl|Prokka|IAHBEFHN_00956;gnl|Prokka|ICHPHMKM_00300;gnl|Prokka|JCIDEFIG_03410;gnl|Prokka|JDDPIIHO_00937;gnl|Prokka|KAGGKOGE_00173;gnl|Prokka|KIDIHNBK_00124;gnl|Prokka|LGNBBEFE_03376;gnl|Prokka|LKCJGGKA_02086;gnl|Prokka|MKNIKEAA_03467;gnl|Prokka|NGKABENH_04466;gnl|Prokka|NKEMDPIE_00845;gnl|Prokka|PJBPACPC_02891;gnl|Prokka|PLJPCPFJ_03749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K15735,GntR family transcriptional regulator; carbon starvation induced regulator,gnl|Prokka|AKEAHCKB_01818;gnl|Prokka|APDOGEMG_00874;gnl|Prokka|BNGDJCLN_01274;gnl|Prokka|COAKLHLB_03009;gnl|Prokka|HCDLLMMA_00937;gnl|Prokka|HIPMDEKK_00555;gnl|Prokka|IAHBEFHN_00257;gnl|Prokka|ICHPHMKM_01615;gnl|Prokka|JCIDEFIG_03447;gnl|Prokka|JDDPIIHO_01987;gnl|Prokka|KAGGKOGE_00138;gnl|Prokka|KIDIHNBK_00157;gnl|Prokka|LGNBBEFE_03341;gnl|Prokka|LKCJGGKA_02123;gnl|Prokka|MKNIKEAA_02621;gnl|Prokka|NGKABENH_04501;gnl|Prokka|NKEMDPIE_04144;gnl|Prokka|PJBPACPC_02925;gnl|Prokka|PLJPCPFJ_03785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K14742,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,gnl|Prokka|AKEAHCKB_01504;gnl|Prokka|APDOGEMG_02658;gnl|Prokka|BNGDJCLN_04042;gnl|Prokka|COAKLHLB_01375;gnl|Prokka|HCDLLMMA_03815;gnl|Prokka|HIPMDEKK_03044;gnl|Prokka|IAHBEFHN_01441;gnl|Prokka|ICHPHMKM_02528;gnl|Prokka|JCIDEFIG_01924;gnl|Prokka|JDDPIIHO_00935;gnl|Prokka|KAGGKOGE_03860;gnl|Prokka|KIDIHNBK_00854;gnl|Prokka|LGNBBEFE_01296;gnl|Prokka|LKCJGGKA_02223;gnl|Prokka|MKNIKEAA_02295;gnl|Prokka|NGKABENH_03130;gnl|Prokka|NKEMDPIE_00356;gnl|Prokka|PJBPACPC_00608;gnl|Prokka|PLJPCPFJ_02287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K07245,copper resistance protein D,gnl|Prokka|AKEAHCKB_01535;gnl|Prokka|APDOGEMG_02625;gnl|Prokka|BNGDJCLN_04009;gnl|Prokka|COAKLHLB_01408;gnl|Prokka|HCDLLMMA_03782;gnl|Prokka|HIPMDEKK_01272;gnl|Prokka|IAHBEFHN_03023;gnl|Prokka|ICHPHMKM_03300;gnl|Prokka|JCIDEFIG_01957;gnl|Prokka|JDDPIIHO_02685;gnl|Prokka|KAGGKOGE_03892;gnl|Prokka|KIDIHNBK_00822;gnl|Prokka|LGNBBEFE_01329;gnl|Prokka|LKCJGGKA_02255;gnl|Prokka|MKNIKEAA_02263;gnl|Prokka|NGKABENH_03162;gnl|Prokka|NKEMDPIE_03405;gnl|Prokka|PJBPACPC_00576;gnl|Prokka|PLJPCPFJ_03543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01256,aminopeptidase N [EC:3.4.11.2],gnl|Prokka|AKEAHCKB_02700;gnl|Prokka|APDOGEMG_00508;gnl|Prokka|BNGDJCLN_02401;gnl|Prokka|COAKLHLB_01673;gnl|Prokka|HCDLLMMA_01698;gnl|Prokka|HIPMDEKK_01556;gnl|Prokka|HIPMDEKK_02737;gnl|Prokka|IAHBEFHN_00132;gnl|Prokka|ICHPHMKM_01983;gnl|Prokka|JCIDEFIG_01050;gnl|Prokka|JDDPIIHO_00727;gnl|Prokka|KAGGKOGE_00898;gnl|Prokka|KIDIHNBK_01921;gnl|Prokka|LGNBBEFE_02011;gnl|Prokka|LKCJGGKA_02486;gnl|Prokka|MKNIKEAA_03280;gnl|Prokka|NGKABENH_01432;gnl|Prokka|NKEMDPIE_03655;gnl|Prokka|PJBPACPC_00967;gnl|Prokka|PLJPCPFJ_01801,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
K06287,nucleoside triphosphate pyrophosphatase [EC:3.6.1.-],gnl|Prokka|AKEAHCKB_00727;gnl|Prokka|APDOGEMG_00615;gnl|Prokka|BNGDJCLN_01119;gnl|Prokka|COAKLHLB_01088;gnl|Prokka|HCDLLMMA_02247;gnl|Prokka|HIPMDEKK_01179;gnl|Prokka|IAHBEFHN_01466;gnl|Prokka|ICHPHMKM_00155;gnl|Prokka|JCIDEFIG_02793;gnl|Prokka|JDDPIIHO_01580;gnl|Prokka|KAGGKOGE_02477;gnl|Prokka|KIDIHNBK_00646;gnl|Prokka|LGNBBEFE_01550;gnl|Prokka|LKCJGGKA_02518;gnl|Prokka|MKNIKEAA_01432;gnl|Prokka|NGKABENH_01271;gnl|Prokka|NKEMDPIE_01514;gnl|Prokka|PJBPACPC_02311;gnl|Prokka|PLJPCPFJ_01260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K08641,zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22],gnl|Prokka|AKEAHCKB_03898;gnl|Prokka|APDOGEMG_02929;gnl|Prokka|BNGDJCLN_02162;gnl|Prokka|COAKLHLB_00565;gnl|Prokka|HCDLLMMA_00706;gnl|Prokka|HIPMDEKK_02617;gnl|Prokka|ICHPHMKM_01288;gnl|Prokka|JCIDEFIG_01472;gnl|Prokka|LGNBBEFE_00288;gnl|Prokka|LKCJGGKA_02878;gnl|Prokka|PLJPCPFJ_04305,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
K06206,sugar fermentation stimulation protein A,gnl|Prokka|AKEAHCKB_02088;gnl|Prokka|APDOGEMG_03631;gnl|Prokka|BNGDJCLN_00326;gnl|Prokka|COAKLHLB_02722;gnl|Prokka|HCDLLMMA_04261;gnl|Prokka|HIPMDEKK_03488;gnl|Prokka|IAHBEFHN_00636;gnl|Prokka|ICHPHMKM_02259;gnl|Prokka|JCIDEFIG_00762;gnl|Prokka|JDDPIIHO_02436;gnl|Prokka|KAGGKOGE_00539;gnl|Prokka|KIDIHNBK_04002;gnl|Prokka|LGNBBEFE_00522;gnl|Prokka|LKCJGGKA_02942;gnl|Prokka|MKNIKEAA_04469;gnl|Prokka|NGKABENH_02153;gnl|Prokka|NKEMDPIE_02505;gnl|Prokka|PJBPACPC_03769;gnl|Prokka|PLJPCPFJ_00817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K10014,histidine transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_01598;gnl|Prokka|APDOGEMG_04403;gnl|Prokka|BNGDJCLN_03492;gnl|Prokka|COAKLHLB_00732;gnl|Prokka|HCDLLMMA_00429;gnl|Prokka|HIPMDEKK_03553;gnl|Prokka|IAHBEFHN_01877;gnl|Prokka|ICHPHMKM_00918;gnl|Prokka|JCIDEFIG_00283;gnl|Prokka|JDDPIIHO_00859;gnl|Prokka|KAGGKOGE_01435;gnl|Prokka|KIDIHNBK_04455;gnl|Prokka|LGNBBEFE_02796;gnl|Prokka|LKCJGGKA_03038;gnl|Prokka|LKCJGGKA_03627;gnl|Prokka|MKNIKEAA_01778;gnl|Prokka|NGKABENH_00991;gnl|Prokka|NKEMDPIE_00592;gnl|Prokka|PJBPACPC_02039;gnl|Prokka|PLJPCPFJ_04394,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K01671,sulfofructosephosphate aldolase [EC:4.1.2.57],gnl|Prokka|AKEAHCKB_02164;gnl|Prokka|APDOGEMG_00340;gnl|Prokka|BNGDJCLN_02519;gnl|Prokka|COAKLHLB_02205;gnl|Prokka|HCDLLMMA_00840;gnl|Prokka|HIPMDEKK_00252;gnl|Prokka|IAHBEFHN_01851;gnl|Prokka|ICHPHMKM_01747;gnl|Prokka|JCIDEFIG_00168;gnl|Prokka|JDDPIIHO_02323;gnl|Prokka|KAGGKOGE_02218;gnl|Prokka|KIDIHNBK_02812;gnl|Prokka|LGNBBEFE_01879;gnl|Prokka|LKCJGGKA_02180;gnl|Prokka|LKCJGGKA_03071;gnl|Prokka|MKNIKEAA_03723;gnl|Prokka|NGKABENH_04612;gnl|Prokka|NKEMDPIE_03220;gnl|Prokka|PJBPACPC_03628;gnl|Prokka|PLJPCPFJ_00310,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K06006,periplasmic protein CpxP/Spy,gnl|Prokka|AKEAHCKB_01224;gnl|Prokka|AKEAHCKB_02533;gnl|Prokka|APDOGEMG_00378;gnl|Prokka|APDOGEMG_01064;gnl|Prokka|BNGDJCLN_02554;gnl|Prokka|BNGDJCLN_04106;gnl|Prokka|COAKLHLB_01753;gnl|Prokka|COAKLHLB_03374;gnl|Prokka|HCDLLMMA_00877;gnl|Prokka|HCDLLMMA_03878;gnl|Prokka|HIPMDEKK_02662;gnl|Prokka|HIPMDEKK_03460;gnl|Prokka|IAHBEFHN_00103;gnl|Prokka|IAHBEFHN_01790;gnl|Prokka|ICHPHMKM_00783;gnl|Prokka|ICHPHMKM_03436;gnl|Prokka|JCIDEFIG_01100;gnl|Prokka|JCIDEFIG_02887;gnl|Prokka|JDDPIIHO_02091;gnl|Prokka|KAGGKOGE_02186;gnl|Prokka|KAGGKOGE_03803;gnl|Prokka|KIDIHNBK_00912;gnl|Prokka|KIDIHNBK_02774;gnl|Prokka|LGNBBEFE_01496;gnl|Prokka|LGNBBEFE_01844;gnl|Prokka|LKCJGGKA_01107;gnl|Prokka|LKCJGGKA_02642;gnl|Prokka|LKCJGGKA_03103;gnl|Prokka|MKNIKEAA_00497;gnl|Prokka|MKNIKEAA_02352;gnl|Prokka|NGKABENH_03073;gnl|Prokka|NGKABENH_04576;gnl|Prokka|NKEMDPIE_03185;gnl|Prokka|NKEMDPIE_04183;gnl|Prokka|PJBPACPC_00668;gnl|Prokka|PJBPACPC_03664;gnl|Prokka|PLJPCPFJ_00346;gnl|Prokka|PLJPCPFJ_02350,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2
K03665,GTPase,gnl|Prokka|AKEAHCKB_02196;gnl|Prokka|APDOGEMG_03306;gnl|Prokka|BNGDJCLN_01176;gnl|Prokka|COAKLHLB_03699;gnl|Prokka|HCDLLMMA_02778;gnl|Prokka|HIPMDEKK_03026;gnl|Prokka|IAHBEFHN_02500;gnl|Prokka|ICHPHMKM_01057;gnl|Prokka|JCIDEFIG_00746;gnl|Prokka|JDDPIIHO_02806;gnl|Prokka|KAGGKOGE_02082;gnl|Prokka|KIDIHNBK_03738;gnl|Prokka|LKCJGGKA_03167;gnl|Prokka|MKNIKEAA_03153;gnl|Prokka|NGKABENH_00429;gnl|Prokka|NKEMDPIE_02815;gnl|Prokka|PJBPACPC_03325;gnl|Prokka|PLJPCPFJ_00102,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K07791,anaerobic C4-dicarboxylate transporter DcuA,gnl|Prokka|AKEAHCKB_02230;gnl|Prokka|APDOGEMG_03880;gnl|Prokka|BNGDJCLN_01210;gnl|Prokka|COAKLHLB_03664;gnl|Prokka|HCDLLMMA_02743;gnl|Prokka|HIPMDEKK_00341;gnl|Prokka|IAHBEFHN_04050;gnl|Prokka|ICHPHMKM_01094;gnl|Prokka|JCIDEFIG_04487;gnl|Prokka|JDDPIIHO_02847;gnl|Prokka|KAGGKOGE_02047;gnl|Prokka|KIDIHNBK_03774;gnl|Prokka|LKCJGGKA_03202;gnl|Prokka|MKNIKEAA_03188;gnl|Prokka|NGKABENH_00392;gnl|Prokka|NKEMDPIE_02849;gnl|Prokka|PJBPACPC_03360;gnl|Prokka|PLJPCPFJ_00137,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03827,putative acetyltransferase [EC:2.3.1.-],gnl|Prokka|AKEAHCKB_00316;gnl|Prokka|APDOGEMG_03516;gnl|Prokka|BNGDJCLN_03290;gnl|Prokka|COAKLHLB_02567;gnl|Prokka|HCDLLMMA_02396;gnl|Prokka|HIPMDEKK_02857;gnl|Prokka|IAHBEFHN_00669;gnl|Prokka|JCIDEFIG_04362;gnl|Prokka|JDDPIIHO_02286;gnl|Prokka|KAGGKOGE_01891;gnl|Prokka|KIDIHNBK_03295;gnl|Prokka|LGNBBEFE_00938;gnl|Prokka|LKCJGGKA_03331;gnl|Prokka|MKNIKEAA_03605;gnl|Prokka|NGKABENH_00235;gnl|Prokka|NKEMDPIE_01062;gnl|Prokka|NKEMDPIE_03520;gnl|Prokka|PJBPACPC_03509;gnl|Prokka|PLJPCPFJ_00276,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1
K11178,xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4],gnl|Prokka|AKEAHCKB_00243;gnl|Prokka|APDOGEMG_00061;gnl|Prokka|BNGDJCLN_03127;gnl|Prokka|HIPMDEKK_01149;gnl|Prokka|ICHPHMKM_01909;gnl|Prokka|LKCJGGKA_03429;gnl|Prokka|PLJPCPFJ_03480,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
K03975,membrane-associated protein,gnl|Prokka|AKEAHCKB_00830;gnl|Prokka|AKEAHCKB_01457;gnl|Prokka|AKEAHCKB_01606;gnl|Prokka|AKEAHCKB_01766;gnl|Prokka|AKEAHCKB_03581;gnl|Prokka|APDOGEMG_02185;gnl|Prokka|APDOGEMG_02499;gnl|Prokka|APDOGEMG_02582;gnl|Prokka|APDOGEMG_03734;gnl|Prokka|APDOGEMG_04411;gnl|Prokka|BNGDJCLN_00404;gnl|Prokka|BNGDJCLN_00890;gnl|Prokka|BNGDJCLN_00975;gnl|Prokka|BNGDJCLN_03484;gnl|Prokka|BNGDJCLN_03652;gnl|Prokka|COAKLHLB_00724;gnl|Prokka|COAKLHLB_00891;gnl|Prokka|COAKLHLB_02078;gnl|Prokka|COAKLHLB_02167;gnl|Prokka|COAKLHLB_03218;gnl|Prokka|HCDLLMMA_00421;gnl|Prokka|HCDLLMMA_00602;gnl|Prokka|HCDLLMMA_04183;gnl|Prokka|HCDLLMMA_04408;gnl|Prokka|HCDLLMMA_04498;gnl|Prokka|HIPMDEKK_00272;gnl|Prokka|HIPMDEKK_01538;gnl|Prokka|HIPMDEKK_02996;gnl|Prokka|HIPMDEKK_03561;gnl|Prokka|IAHBEFHN_00529;gnl|Prokka|IAHBEFHN_01885;gnl|Prokka|IAHBEFHN_03122;gnl|Prokka|IAHBEFHN_03205;gnl|Prokka|IAHBEFHN_03808;gnl|Prokka|ICHPHMKM_00433;gnl|Prokka|ICHPHMKM_00926;gnl|Prokka|ICHPHMKM_00975;gnl|Prokka|ICHPHMKM_02654;gnl|Prokka|ICHPHMKM_02893;gnl|Prokka|JCIDEFIG_00200;gnl|Prokka|JCIDEFIG_00638;gnl|Prokka|JCIDEFIG_02984;gnl|Prokka|JCIDEFIG_03963;gnl|Prokka|JCIDEFIG_04364;gnl|Prokka|JDDPIIHO_01878;gnl|Prokka|JDDPIIHO_02007;gnl|Prokka|JDDPIIHO_02723;gnl|Prokka|JDDPIIHO_03269;gnl|Prokka|JDDPIIHO_03870;gnl|Prokka|KAGGKOGE_00469;gnl|Prokka|KAGGKOGE_00617;gnl|Prokka|KAGGKOGE_01427;gnl|Prokka|KAGGKOGE_01605;gnl|Prokka|KAGGKOGE_02345;gnl|Prokka|KIDIHNBK_00249;gnl|Prokka|KIDIHNBK_00348;gnl|Prokka|KIDIHNBK_00479;gnl|Prokka|KIDIHNBK_04287;gnl|Prokka|KIDIHNBK_04463;gnl|Prokka|LGNBBEFE_00772;gnl|Prokka|LGNBBEFE_01618;gnl|Prokka|LGNBBEFE_02486;gnl|Prokka|LGNBBEFE_02804;gnl|Prokka|LGNBBEFE_03034;gnl|Prokka|LKCJGGKA_00807;gnl|Prokka|LKCJGGKA_01589;gnl|Prokka|LKCJGGKA_02629;gnl|Prokka|LKCJGGKA_03030;gnl|Prokka|LKCJGGKA_03493;gnl|Prokka|MKNIKEAA_00261;gnl|Prokka|MKNIKEAA_00363;gnl|Prokka|MKNIKEAA_01770;gnl|Prokka|MKNIKEAA_01948;gnl|Prokka|MKNIKEAA_02857;gnl|Prokka|NGKABENH_00983;gnl|Prokka|NGKABENH_02072;gnl|Prokka|NGKABENH_03823;gnl|Prokka|NGKABENH_04024;gnl|Prokka|NGKABENH_04121;gnl|Prokka|NKEMDPIE_00600;gnl|Prokka|NKEMDPIE_00650;gnl|Prokka|NKEMDPIE_01495;gnl|Prokka|NKEMDPIE_03089;gnl|Prokka|NKEMDPIE_03532;gnl|Prokka|PJBPACPC_01869;gnl|Prokka|PJBPACPC_02047;gnl|Prokka|PJBPACPC_02444;gnl|Prokka|PJBPACPC_02540;gnl|Prokka|PJBPACPC_04007;gnl|Prokka|PLJPCPFJ_00739;gnl|Prokka|PLJPCPFJ_01036;gnl|Prokka|PLJPCPFJ_01117;gnl|Prokka|PLJPCPFJ_04386;gnl|Prokka|PLJPCPFJ_04598,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
K26975,Escherichia phage tail tip assembly protein K,gnl|Prokka|APDOGEMG_00261;gnl|Prokka|APDOGEMG_04073;gnl|Prokka|BNGDJCLN_04320;gnl|Prokka|HCDLLMMA_02125;gnl|Prokka|JCIDEFIG_04202;gnl|Prokka|JDDPIIHO_02331;gnl|Prokka|KAGGKOGE_01107;gnl|Prokka|KIDIHNBK_01695;gnl|Prokka|LKCJGGKA_03460;gnl|Prokka|LKCJGGKA_03525;gnl|Prokka|NGKABENH_01316;gnl|Prokka|NGKABENH_02465;gnl|Prokka|NKEMDPIE_00420;gnl|Prokka|PJBPACPC_00875;gnl|Prokka|PJBPACPC_01374,1,0,2,2,0,1,0,0,0,1,2,0,0,0,1,1,1,1,2
K07150,uncharacterized protein,gnl|Prokka|AKEAHCKB_02878;gnl|Prokka|APDOGEMG_00795;gnl|Prokka|BNGDJCLN_00835;gnl|Prokka|COAKLHLB_00532;gnl|Prokka|HCDLLMMA_03648;gnl|Prokka|HIPMDEKK_01140;gnl|Prokka|IAHBEFHN_02179;gnl|Prokka|ICHPHMKM_01896;gnl|Prokka|JCIDEFIG_04150;gnl|Prokka|JCIDEFIG_04404;gnl|Prokka|JDDPIIHO_00211;gnl|Prokka|KAGGKOGE_00414;gnl|Prokka|KIDIHNBK_01500;gnl|Prokka|LGNBBEFE_04003;gnl|Prokka|LKCJGGKA_03721;gnl|Prokka|MKNIKEAA_03878;gnl|Prokka|NGKABENH_04191;gnl|Prokka|NKEMDPIE_01729;gnl|Prokka|PJBPACPC_02606;gnl|Prokka|PLJPCPFJ_04226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
K03643,LPS-assembly lipoprotein,gnl|Prokka|AKEAHCKB_02018;gnl|Prokka|APDOGEMG_02839;gnl|Prokka|BNGDJCLN_02815;gnl|Prokka|COAKLHLB_02465;gnl|Prokka|HCDLLMMA_01345;gnl|Prokka|HIPMDEKK_00720;gnl|Prokka|IAHBEFHN_02773;gnl|Prokka|JCIDEFIG_01435;gnl|Prokka|JDDPIIHO_01037;gnl|Prokka|KAGGKOGE_02688;gnl|Prokka|KIDIHNBK_02968;gnl|Prokka|LGNBBEFE_03639;gnl|Prokka|LKCJGGKA_03759;gnl|Prokka|MKNIKEAA_01001;gnl|Prokka|NGKABENH_01767;gnl|Prokka|NKEMDPIE_02930;gnl|Prokka|PJBPACPC_01232;gnl|Prokka|PLJPCPFJ_00474,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K11932,universal stress protein G,gnl|Prokka|AKEAHCKB_02975;gnl|Prokka|APDOGEMG_02806;gnl|Prokka|BNGDJCLN_02848;gnl|Prokka|COAKLHLB_01583;gnl|Prokka|HCDLLMMA_01313;gnl|Prokka|HIPMDEKK_02886;gnl|Prokka|IAHBEFHN_02826;gnl|Prokka|ICHPHMKM_03411;gnl|Prokka|JCIDEFIG_01403;gnl|Prokka|JDDPIIHO_01146;gnl|Prokka|KAGGKOGE_02656;gnl|Prokka|KIDIHNBK_02936;gnl|Prokka|LGNBBEFE_03672;gnl|Prokka|LKCJGGKA_03791;gnl|Prokka|MKNIKEAA_01033;gnl|Prokka|NGKABENH_01798;gnl|Prokka|NKEMDPIE_01006;gnl|Prokka|PJBPACPC_01200;gnl|Prokka|PLJPCPFJ_00508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00762,orotate phosphoribosyltransferase [EC:2.4.2.10],gnl|Prokka|AKEAHCKB_04301;gnl|Prokka|APDOGEMG_01614;gnl|Prokka|BNGDJCLN_02677;gnl|Prokka|COAKLHLB_04061;gnl|Prokka|HCDLLMMA_03393;gnl|Prokka|HIPMDEKK_00453;gnl|Prokka|IAHBEFHN_00316;gnl|Prokka|JCIDEFIG_03655;gnl|Prokka|JDDPIIHO_03883;gnl|Prokka|KAGGKOGE_03323;gnl|Prokka|KIDIHNBK_02485;gnl|Prokka|LGNBBEFE_00709;gnl|Prokka|LKCJGGKA_01249;gnl|Prokka|LKCJGGKA_03855;gnl|Prokka|NGKABENH_02584;gnl|Prokka|NKEMDPIE_03727;gnl|Prokka|PJBPACPC_03110;gnl|Prokka|PLJPCPFJ_02020,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1
K15268,O-acetylserine/cysteine efflux transporter,gnl|Prokka|AKEAHCKB_00915;gnl|Prokka|APDOGEMG_03753;gnl|Prokka|BNGDJCLN_04339;gnl|Prokka|COAKLHLB_01814;gnl|Prokka|HCDLLMMA_01232;gnl|Prokka|HIPMDEKK_00306;gnl|Prokka|IAHBEFHN_02138;gnl|Prokka|ICHPHMKM_00012;gnl|Prokka|JCIDEFIG_02497;gnl|Prokka|JDDPIIHO_01743;gnl|Prokka|KAGGKOGE_03631;gnl|Prokka|KIDIHNBK_01086;gnl|Prokka|LGNBBEFE_03216;gnl|Prokka|LKCJGGKA_03887;gnl|Prokka|MKNIKEAA_02525;gnl|Prokka|NGKABENH_02901;gnl|Prokka|NKEMDPIE_01436;gnl|Prokka|PJBPACPC_04409;gnl|Prokka|PLJPCPFJ_01537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
